Period,Area,Mission,Category,Indicator,Observation,Notes
2014,E07000071,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.49439066886666,
2017,E07000071,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.45333764572595,
2015,E07000071,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.2768010046809,
2016,E07000072,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.75879330422791,
2019,E07000072,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.89320361102094,
2014,E07000072,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.5839558102907,
2017,E07000072,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.51310485181834,
2015,E07000072,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.48806449871604,
2016,E07000073,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.41737930054131,
2019,E07000073,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.30532803303108,
2014,E07000073,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.11001666775078,
2017,E07000073,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.87380944286027,
2015,E07000073,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.97429441315268,
2016,E07000074,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,13.5029754613972,
2019,E07000074,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.94469974094174,
2014,E07000074,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.7310332498721,
2017,E07000074,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.03050427021902,
2015,E07000074,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.5091516185072,
2016,E07000075,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.30421789745006,
2019,E07000075,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.22842582716778,
2014,E07000075,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.350424035558,
2017,E07000075,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.16962138614653,
2015,E07000075,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.98955733815654,
2016,E07000076,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.70105934431838,
2019,E07000076,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.19678345687937,
2014,E07000076,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.4623531931277,
2017,E07000076,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.49726146543778,
2015,E07000076,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.52949710659215,
2016,E07000077,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.99151457641009,
2019,E07000077,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.59967882328008,
2014,E07000077,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.93647846144968,
2017,E07000077,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.95422459795448,
2015,E07000077,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.71844041870793,
2016,E10000015,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.56784319391584,
2019,E10000015,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.73886778333436,
2014,E10000015,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.51643415040826,
2017,E10000015,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.41308792036791,
2015,E10000015,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.25553255957316,
2016,E07000095,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.94095224570818,
2019,E07000095,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.48206136155243,
2014,E07000095,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.05863713696046,
2017,E07000095,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.890014776127,
2015,E07000095,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.65872891484873,
2016,E07000096,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.94275299651969,
2019,E07000096,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.8690070560229,
2014,E07000096,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.7849041783326,
2017,E07000096,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.4284326573179,
2015,E07000096,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.57136518004625,
2016,E07000097,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.14118712147358,Obsolete code since 2013 (replaced by E07000242 East Hertfordshire)
2019,E07000097,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.8545924085056,Obsolete code since 2013 (replaced by E07000242 East Hertfordshire)
2014,E07000097,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.14402167514656,Obsolete code since 2013 (replaced by E07000242 East Hertfordshire)
2017,E07000097,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.70298639769056,Obsolete code since 2013 (replaced by E07000242 East Hertfordshire)
2015,E07000097,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.00682114995267,Obsolete code since 2013 (replaced by E07000242 East Hertfordshire)
2016,E07000098,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.44856929152671,
2019,E07000098,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.80562732188112,
2014,E07000098,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.49657009375645,
2017,E07000098,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.43779268191324,
2015,E07000098,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.29411211868192,
2016,E07000099,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.75346154960461,
2019,E07000099,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.93146273138277,
2014,E07000099,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.519658291579,
2017,E07000099,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.48042798569355,
2015,E07000099,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.41359562932815,
2016,E07000100,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.10795869556272,Obsolete code since 2012 (replaced by E07000240 St Albans)
2019,E07000100,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.31505889466539,Obsolete code since 2012 (replaced by E07000240 St Albans)
2014,E07000100,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.9325526381498,Obsolete code since 2012 (replaced by E07000240 St Albans)
2017,E07000100,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.1035402996644,Obsolete code since 2012 (replaced by E07000240 St Albans)
2015,E07000100,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.72820737052203,Obsolete code since 2012 (replaced by E07000240 St Albans)
2016,E07000101,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.38377291414872,Obsolete code since 2013 (replaced by E07000243 Stevenage)
2019,E07000101,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.12924691871309,Obsolete code since 2013 (replaced by E07000243 Stevenage)
2014,E07000101,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.3248101337877,Obsolete code since 2013 (replaced by E07000243 Stevenage)
2017,E07000101,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.88663183118012,Obsolete code since 2013 (replaced by E07000243 Stevenage)
2015,E07000101,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.05870462246585,Obsolete code since 2013 (replaced by E07000243 Stevenage)
2016,E07000102,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.12882783782912,
2019,E07000102,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.22717224672084,
2014,E07000102,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.00716543407558,
2017,E07000102,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.824894052277,
2015,E07000102,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.78392641315967,
2016,E07000103,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.24193549256351,
2019,E07000103,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.30739713434611,
2014,E07000103,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.12720025190571,
2017,E07000103,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.2680469535401,
2015,E07000103,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.50839984232856,
2016,E07000104,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.46640232403112,Obsolete code since 2012 (replaced by E07000241 Welwyn Hatfield)
2019,E07000104,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.67473613300197,Obsolete code since 2012 (replaced by E07000241 Welwyn Hatfield)
2014,E07000104,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.73603493952385,Obsolete code since 2012 (replaced by E07000241 Welwyn Hatfield)
2017,E07000104,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.33312961058096,Obsolete code since 2012 (replaced by E07000241 Welwyn Hatfield)
2015,E07000104,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.34058471129932,Obsolete code since 2012 (replaced by E07000241 Welwyn Hatfield)
2016,E10000020,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.1137044513435,
2019,E10000020,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.12332046692555,
2014,E10000020,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.0390381507908,
2017,E10000020,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.56331928505029,
2015,E10000020,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.91824576430149,
2016,E07000143,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.8464489121264,
2019,E07000143,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.41199685988686,
2014,E07000143,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.8293934617325,
2017,E07000143,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.85443442104111,
2015,E07000143,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.8843139946856,
2016,E07000144,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.80019782099528,
2019,E07000144,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.83743045825678,
2014,E07000144,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.8912711819012,
2017,E07000144,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.55692030546146,
2015,E07000144,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.51958160912278,
2016,E07000145,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.63254990502741,
2019,E07000145,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.51515358732474,
2014,E07000145,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.31012453381584,
2017,E07000145,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.06359346363,
2015,E07000145,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.7188074026777,
2016,E07000146,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,11.5190907452263,
2019,E07000146,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.5621118312891,
2014,E07000146,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,11.2083086081833,
2017,E07000146,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.6153962993018,
2015,E07000146,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,11.3159032666062,
2016,E07000147,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.4991858301666,
2019,E07000147,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.91870041283812,
2014,E07000147,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.5624074212968,
2017,E07000147,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.4211097493627,
2015,E07000147,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.4749952569017,
2016,E07000148,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.75145198790817,
2019,E07000148,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.42772552813424,
2014,E07000148,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.14653203965188,
2017,E07000148,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.37019279879126,
2015,E07000148,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.0403281439023,
2016,E07000149,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.2945409301073,
2019,E07000149,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.22560312545249,
2014,E07000149,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.1556206630784,
2017,E07000149,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.7693039924552,
2015,E07000149,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.1484049309213,
2016,E10000029,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.38807421738936,
2019,E10000029,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.28285876741904,
2014,E10000029,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.08087956865434,
2017,E10000029,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.87939628669834,
2015,E10000029,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.9855382500219,
2016,E07000200,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.5109813365007,
2019,E07000200,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.37901643081378,
2014,E07000200,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.5164403205947,
2017,E07000200,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.77365355134975,
2015,E07000200,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.4802490612565,
2016,E07000205,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.76429068547836,Obsolete code since 2019 (replaced by E07000244 East Suffolk)
2019,E07000205,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.54609145413137,Obsolete code since 2019 (replaced by E07000244 East Suffolk)
2014,E07000205,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.12606735187809,Obsolete code since 2019 (replaced by E07000244 East Suffolk)
2017,E07000205,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.09947409612917,Obsolete code since 2019 (replaced by E07000244 East Suffolk)
2015,E07000205,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.3144938105748,Obsolete code since 2019 (replaced by E07000244 East Suffolk)
2016,E07000206,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.39387270613423,Obsolete code since 2019 (replaced by E07000244 East Suffolk)
2019,E07000206,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.59609814019423,Obsolete code since 2019 (replaced by E07000244 East Suffolk)
2014,E07000206,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.31351573825287,Obsolete code since 2019 (replaced by E07000244 East Suffolk)
2017,E07000206,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.21982926156951,Obsolete code since 2019 (replaced by E07000244 East Suffolk)
2015,E07000206,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.03666144497426,Obsolete code since 2019 (replaced by E07000244 East Suffolk)
2016,E07000202,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.37289438699902,
2019,E07000202,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.85352489622175,
2014,E07000202,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.79285997899527,
2017,E07000202,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.59602209815195,
2015,E07000202,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.7048604719764,
2016,E07000203,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.86649238682777,
2019,E07000203,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.24621096236558,
2014,E07000203,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,10.2313634351558,
2017,E07000203,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.59483490649376,
2015,E07000203,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.88463957363096,
2016,E07000201,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.95130487244577,Obsolete code since 2019 (replaced by E07000245 West Suffolk)
2019,E07000201,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.58929498964612,Obsolete code since 2019 (replaced by E07000245 West Suffolk)
2014,E07000201,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.78643475359114,Obsolete code since 2019 (replaced by E07000245 West Suffolk)
2017,E07000201,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.36689802938905,Obsolete code since 2019 (replaced by E07000245 West Suffolk)
2015,E07000201,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.71346501075505,Obsolete code since 2019 (replaced by E07000245 West Suffolk)
2016,E07000204,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.58715744369774,Obsolete code since 2019 (replaced by E07000245 West Suffolk)
2019,E07000204,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.4756102862249,Obsolete code since 2019 (replaced by E07000245 West Suffolk)
2014,E07000204,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.40445527134912,Obsolete code since 2019 (replaced by E07000245 West Suffolk)
2017,E07000204,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.24260154488271,Obsolete code since 2019 (replaced by E07000245 West Suffolk)
2015,E07000204,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,9.3158217431103,Obsolete code since 2019 (replaced by E07000245 West Suffolk)
2016,E12000007,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.7,
2014,E12000007,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.5,
2019,E12000007,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.77950865710353,
2017,E12000007,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.47283631090475,
2015,E12000007,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.0,
2016,E13000001,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.39361681548177,
2019,E13000001,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.50354988284007,
2014,E13000001,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.20775419941813,
2017,E13000001,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.20009927435603,
2015,E13000001,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.94256402974835,
2016,E09000007,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.73818499200511,
2019,E09000007,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.65734088097399,
2014,E09000007,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.29061073450866,
2017,E09000007,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.46525767668246,
2015,E09000007,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.92574158193637,
2016,E09000001,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.47163697530146,
2019,E09000001,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.99790154905694,
2014,E09000001,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.81350544032691,
2017,E09000001,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.27119809214677,
2015,E09000001,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.22210616438356,
2016,E09000012,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.42121489911627,
2019,E09000012,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.10769880179149,
2014,E09000012,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.28649427439478,
2017,E09000012,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.09579584098054,
2015,E09000012,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.77743863588207,
2016,E09000013,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.91660208785808,
2019,E09000013,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.42762791144706,
2014,E09000013,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.94953640077371,
2017,E09000013,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.89601443548584,
2015,E09000013,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.96577715846385,
2016,E09000014,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.50553166222339,
2019,E09000014,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.80490306292018,
