Period,Area,Measure,Category,Unit,Value,MAD,Marker
2020-2021,E09000015,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,4200.0,-0.023258302,
2020-2021,E09000016,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,3600.0,-0.333368996,
2020-2021,E09000017,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,5440.0,0.617637132,
2020-2021,E09000018,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,5380.0,0.586626063,
2020-2021,E09000019,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,3770.0,-0.245504299,
2020-2021,E09000020,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,1550.0,-1.392913867,
2020-2021,E09000021,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,2100.0,-1.108645731,
2020-2021,E09000022,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,6540.0,1.186173405,
2020-2021,E09000023,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,6550.0,1.191341916,
2020-2021,E09000024,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,3350.0,-0.462581785,
2020-2021,E09000025,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,10560.0,3.263915054,
2020-2021,E09000026,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,5540.0,0.669322248,
2020-2021,E09000027,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,2000.0,-1.160330847,
2020-2021,E09000028,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,6740.0,1.289543636,
2020-2021,E09000029,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,2930.0,-0.679659271,
2020-2021,E09000030,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,6590.0,1.212015962,
2020-2021,E09000031,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,6180.0,1.000106988,
2020-2021,E09000032,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,4530.0,0.14730258,
2020-2021,E09000033,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,2970.0,-0.658985225,
2020-2021,E10000003,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,5900.0,0.0,
2020-2021,E10000006,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,6890.0,0.0,
2020-2021,E10000007,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,10600.0,0.0,
2020-2021,E10000008,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,9790.0,0.0,
2020-2021,E10000011,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,6190.0,0.0,
2020-2021,E10000012,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,15510.0,0.0,
2020-2021,E10000013,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,8120.0,0.0,
2020-2021,E10000014,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,17150.0,0.0,
2020-2021,E10000015,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,11770.0,0.0,
2020-2021,E10000016,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,16490.0,0.0,
2020-2021,E10000017,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,19240.0,0.0,
2020-2021,E10000018,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,9460.0,0.0,
2020-2021,E10000019,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,10990.0,0.0,
2020-2021,E10000020,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,10180.0,0.0,
2020-2021,E10000023,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,9910.0,0.0,
2020-2021,E10000024,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,11750.0,0.0,
2020-2021,E10000025,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,7580.0,0.0,
2020-2021,E10000027,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,9260.0,0.0,
2020-2021,E10000028,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,11620.0,0.0,
2020-2021,E10000029,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,9150.0,0.0,
2020-2021,E10000030,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,9670.0,0.0,
2020-2021,E10000031,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,6830.0,0.0,
2020-2021,E10000032,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,9530.0,0.0,
2020-2021,E10000034,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,6390.0,0.0,
2020-2021,E92000001,aged-19-years-and-over-further-education-and-skills-learner-achievements,spreading-opportunity-and-improving-public-services,number,860020.0,0.0,
2020-2021,E06000001,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1155.0,1.130023698,
2020-2021,E06000002,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1021.0,0.455532938,
2020-2021,E06000003,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1205.0,1.381699354,
2020-2021,E06000004,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1158.0,1.145124237,
2020-2021,E06000005,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1124.0,0.973984791,
2020-2021,E06000006,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1006.0,0.380030241,
2020-2021,E06000007,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1065.0,0.677007516,
2020-2021,E06000008,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1097.0,0.838079936,
2020-2021,E06000009,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1239.0,1.552838801,
2020-2021,E06000010,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1146.0,1.08472208,
2020-2021,E06000011,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1630.0,3.520942435,
2020-2021,E06000012,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,960.0,0.148488637,
2020-2021,E06000013,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1141.0,1.059554514,
2020-2021,E06000014,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,725.0,-1.034386948,
2020-2021,E06000015,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1089.0,0.797811831,
2020-2021,E06000016,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,743.0,-0.943783712,
2020-2021,E06000017,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,708.0,-1.119956672,
2020-2021,E06000018,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,648.0,-1.421967459,
2020-2021,E06000019,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,965.0,0.173656203,
2020-2021,E06000020,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1101.0,0.858213989,
2020-2021,E06000021,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1078.0,0.742443187,
2020-2021,E06000022,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,715.0,-1.08472208,
2020-2021,E06000023,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,816.0,-0.576337253,
2020-2021,E06000024,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,889.0,-0.208890795,
2020-2021,E06000025,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1137.0,1.039420461,
2020-2021,E06000026,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1406.0,2.393435494,
2020-2021,E06000027,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1091.0,0.807878857,
2020-2021,E06000030,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,822.0,-0.546136175,
2020-2021,E06000031,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,844.0,-0.435398886,
2020-2021,E06000032,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,725.0,-1.034386948,
2020-2021,E06000033,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,710.0,-1.109889645,
2020-2021,E06000034,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,946.0,0.078019454,
2020-2021,E06000035,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1240.0,1.557872314,
2020-2021,E06000036,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,767.0,-0.822979397,
2020-2021,E06000037,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,981.0,0.254192413,
2020-2021,E06000038,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,849.0,-0.41023132,
2020-2021,E06000039,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,702.0,-1.15015775,
2020-2021,E06000040,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,691.0,-1.205526395,
2020-2021,E06000041,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,799.0,-0.661906977,
2020-2021,E06000042,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,808.0,-0.616605358,
2020-2021,E06000043,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,554.0,-1.895117694,
2020-2021,E06000044,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,841.0,-0.450499425,
2020-2021,E06000045,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,839.0,-0.460566451,
2020-2021,E06000046,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1170.0,1.205526395,
2020-2021,E06000047,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1063.0,0.66694049,
2020-2021,E06000049,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,976.0,0.229024847,
2020-2021,E06000050,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,928.0,-0.012583783,
2020-2021,E06000051,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1429.0,2.509206296,
2020-2021,E06000052,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1023.0,0.465599965,
2020-2021,E06000053,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,0.0,0.0,not-available
2020-2021,E06000054,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1395.0,2.338066849,
2020-2021,E06000055,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,908.0,-0.113254045,
2020-2021,E06000056,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1040.0,0.551169688,
2020-2021,E06000057,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1064.0,0.671974003,
2020-2021,E06000058,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,911.0,-0.098153506,
2020-2021,E06000059,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1484.0,2.786049518,
2020-2021,E06000060,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,749.0,-0.913582633,
2020-2021,E06000061,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1068.0,0.692108055,
2020-2021,E06000062,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,919.0,-0.057885401,
2020-2021,E07000008,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,544.0,-1.945452825,
2020-2021,E07000009,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,949.0,0.093119993,
2020-2021,E07000010,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,892.0,-0.193790256,
2020-2021,E07000011,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,905.0,-0.128354585,
2020-2021,E07000012,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,762.0,-0.848146962,
2020-2021,E07000026,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1281.0,1.764246352,
2020-2021,E07000027,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1879.0,4.774287204,
2020-2021,E07000028,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1124.0,0.973984791,
2020-2021,E07000029,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1310.0,1.910218233,
2020-2021,E07000030,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,925.0,-0.027684322,
2020-2021,E07000031,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,890.0,-0.203857282,
2020-2021,E07000032,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1046.0,0.581370767,
2020-2021,E07000033,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1055.0,0.626672385,
2020-2021,E07000034,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1032.0,0.510901583,
2020-2021,E07000035,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,806.0,-0.626672385,
2020-2021,E07000036,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1128.0,0.994118843,
2020-2021,E07000037,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,848.0,-0.415264833,
2020-2021,E07000038,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1003.0,0.364929702,
2020-2021,E07000039,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1109.0,0.898482094,
2020-2021,E07000040,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1906.0,4.910192059,
2020-2021,E07000041,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,913.0,-0.08808648,
2020-2021,E07000042,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1078.0,0.742443187,
2020-2021,E07000043,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1009.0,0.395130781,
2020-2021,E07000044,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,954.0,0.118287559,
2020-2021,E07000045,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1106.0,0.883381554,
2020-2021,E07000046,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,982.0,0.259225926,
2020-2021,E07000047,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1018.0,0.440432399,
2020-2021,E07000061,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,859.0,-0.359896189,
2020-2021,E07000062,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,949.0,0.093119993,
2020-2021,E07000063,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,774.0,-0.787744805,
2020-2021,E07000064,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,830.0,-0.50586807,
2020-2021,E07000065,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,787.0,-0.722309134,
2020-2021,E07000066,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,951.0,0.103187019,
2020-2021,E07000067,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,903.0,-0.138421611,
2020-2021,E07000068,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,908.0,-0.113254045,
2020-2021,E07000069,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1008.0,0.390097268,
2020-2021,E07000070,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,854.0,-0.385063754,
2020-2021,E07000071,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,738.0,-0.968951278,
2020-2021,E07000072,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,743.0,-0.943783712,
2020-2021,E07000073,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,905.0,-0.128354585,
2020-2021,E07000074,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,949.0,0.093119993,
2020-2021,E07000075,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,895.0,-0.178689716,
2020-2021,E07000076,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,988.0,0.289427005,
2020-2021,E07000077,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,792.0,-0.697141569,
2020-2021,E07000078,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,859.0,-0.359896189,
2020-2021,E07000079,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,724.0,-1.039420461,
2020-2021,E07000080,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1010.0,0.400164294,
2020-2021,E07000081,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1261.0,1.66357609,
2020-2021,E07000082,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,954.0,0.118287559,
2020-2021,E07000083,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,982.0,0.259225926,
2020-2021,E07000084,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,933.0,0.012583783,
2020-2021,E07000085,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,864.0,-0.334728623,
2020-2021,E07000086,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1117.0,0.938750199,
2020-2021,E07000087,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,2498.0,7.890031832,
2020-2021,E07000088,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,2979.0,10.31115165,
2020-2021,E07000089,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,821.0,-0.551169688,
2020-2021,E07000090,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1047.0,0.58640428,
2020-2021,E07000091,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,933.0,0.012583783,
2020-2021,E07000092,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,851.0,-0.400164294,
2020-2021,E07000093,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1078.0,0.742443187,
2020-2021,E07000094,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1650.0,3.621612697,
2020-2021,E07000095,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,897.0,-0.16862269,
2020-2021,E07000096,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,701.0,-1.155191263,
2020-2021,E07000098,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,665.0,-1.336397736,
2020-2021,E07000099,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,716.0,-1.079688566,
2020-2021,E07000102,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,738.0,-0.968951278,
2020-2021,E07000103,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,812.0,-0.596471306,
2020-2021,E07000105,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,898.0,-0.163589177,
2020-2021,E07000106,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,699.0,-1.16525829,
2020-2021,E07000107,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,882.0,-0.244125387,
2020-2021,E07000108,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,965.0,0.173656203,
2020-2021,E07000109,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,758.0,-0.868281015,
2020-2021,E07000110,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,845.0,-0.430365373,
2020-2021,E07000111,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,729.0,-1.014252896,
2020-2021,E07000112,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,850.0,-0.405197807,
2020-2021,E07000113,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,863.0,-0.339762136,
2020-2021,E07000114,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,908.0,-0.113254045,
2020-2021,E07000115,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,866.0,-0.324661597,
2020-2021,E07000116,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,702.0,-1.15015775,
2020-2021,E07000117,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1073.0,0.717275621,
2020-2021,E07000118,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1170.0,1.205526395,
2020-2021,E07000119,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1030.0,0.500834556,
2020-2021,E07000120,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1311.0,1.915251746,
2020-2021,E07000121,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,869.0,-0.309561058,
2020-2021,E07000122,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,904.0,-0.133388098,
2020-2021,E07000123,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1073.0,0.717275621,
2020-2021,E07000124,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1041.0,0.556203201,
2020-2021,E07000125,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1107.0,0.888415068,
2020-2021,E07000126,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1327.0,1.995787956,
2020-2021,E07000127,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,992.0,0.309561058,
2020-2021,E07000128,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1014.0,0.420298346,
2020-2021,E07000129,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1020.0,0.450499425,
2020-2021,E07000130,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,789.0,-0.712242108,
2020-2021,E07000131,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,925.0,-0.027684322,
2020-2021,E07000132,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1008.0,0.390097268,
2020-2021,E07000133,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,749.0,-0.913582633,
2020-2021,E07000134,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,986.0,0.279359979,
2020-2021,E07000135,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,933.0,0.012583783,
2020-2021,E07000136,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,740.0,-0.958884251,
2020-2021,E07000137,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,852.0,-0.395130781,
2020-2021,E07000138,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,889.0,-0.208890795,
2020-2021,E07000139,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1113.0,0.918616146,
2020-2021,E07000140,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1033.0,0.515935096,
2020-2021,E07000141,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,919.0,-0.057885401,
2020-2021,E07000142,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,988.0,0.289427005,
2020-2021,E07000143,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,895.0,-0.178689716,
2020-2021,E07000144,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,882.0,-0.244125387,
2020-2021,E07000145,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,849.0,-0.41023132,
2020-2021,E07000146,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,847.0,-0.420298346,
2020-2021,E07000147,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,720.0,-1.059554514,
2020-2021,E07000148,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,663.0,-1.346464762,
2020-2021,E07000149,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,850.0,-0.405197807,
2020-2021,E07000163,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,993.0,0.314594571,
2020-2021,E07000164,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1124.0,0.973984791,
2020-2021,E07000165,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,976.0,0.229024847,
2020-2021,E07000166,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,8456.0,37.87970306,
2020-2021,E07000167,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,775.0,-0.782711292,
2020-2021,E07000168,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1135.0,1.029353435,
2020-2021,E07000169,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1000.0,0.349829163,
2020-2021,E07000170,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1163.0,1.170291803,
2020-2021,E07000171,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1065.0,0.677007516,
2020-2021,E07000172,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,889.0,-0.208890795,
2020-2021,E07000173,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,957.0,0.133388098,
2020-2021,E07000174,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1094.0,0.822979397,
2020-2021,E07000175,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,1013.0,0.415264833,
2020-2021,E07000176,apprenticeships-starts,spreading-opportunity-and-improving-public-services,per-100-000-population,804.0,-0.636739411,
