Period,Area,Indicator,Category,Measure Type,Unit,Value,MAD,Marker
2021,E07000088,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,52.4,-0.870310657,
2021,E07000089,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,69.4,0.97909949,
2021,E07000090,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,54.9,-0.598338577,
2021,E07000091,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,59.9,-0.054394416,
2021,E07000092,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,58.7,-0.184941015,
2021,E07000093,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,63.4,0.326366497,
2021,E07000094,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,67.4,0.761521825,
2021,E07000095,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,48.8,-1.261950453,
2021,E07000096,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,48.3,-1.316344869,
2021,E07000098,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,67.2,0.739764059,
2021,E07000099,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,77.9,1.903804563,
2021,E07000102,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,63.5,0.33724538,
2021,E07000103,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,69.0,0.935583957,
2021,E07000105,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,51.4,-0.97909949,
2021,E07000106,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,60.6,0.021757766,
2021,E07000107,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,57.5,-0.315487613,
2021,E07000108,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,55.3,-0.554823044,
2021,E07000109,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,58.1,-0.250214314,
2021,E07000110,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,72.2,1.28370822,
2021,E07000111,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,63.2,0.30460873,
2021,E07000112,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.6,0.239335431,
2021,E07000113,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,57.5,-0.315487613,
2021,E07000114,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,59.8,-0.065273299,
2021,E07000115,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,48.3,-1.316344869,
2021,E07000116,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.4,0.217577664,
2021,E07000117,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,49.6,-1.174919387,
2021,E07000118,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,69.9,1.033493906,
2021,E07000119,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,57.8,-0.282850964,
2021,E07000120,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,42.3,-1.969077862,
2021,E07000121,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,59.8,-0.065273299,
2021,E07000122,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,42.5,-1.947320096,
2021,E07000123,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,57.7,-0.293729847,
2021,E07000124,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.0,0.174062131,
2021,E07000125,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,60.1,-0.03263665,
2021,E07000126,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,52.8,-0.826795125,
2021,E07000127,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,61.2,0.087031066,
2021,E07000128,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,71.0,1.153161621,
2021,E07000129,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,65.3,0.533065278,
2021,E07000130,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,66.6,0.674490759,
2021,E07000131,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,69.3,0.968220606,
2021,E07000132,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,48.9,-1.25107157,
2021,E07000133,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,56.8,-0.391639796,
2021,E07000134,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,65.5,0.554823044,
2021,E07000135,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,59.0,-0.152304365,
2021,E07000136,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,46.8,-1.479528118,
2021,E07000137,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,40.4,-2.175776643,
2021,E07000138,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,51.0,-1.022615022,
2021,E07000139,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,56.2,-0.456913095,
2021,E07000140,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,40.9,-2.121382227,
2021,E07000141,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,63.0,0.282850964,
2021,E07000142,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,51.3,-0.989978373,
2021,E07000143,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,51.7,-0.94646284,
2021,E07000144,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,52.0,-0.91382619,
2021,E07000145,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,53.3,-0.772400708,
2021,E07000146,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,52.5,-0.859431774,
2021,E07000147,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,54.0,-0.696248526,
2021,E07000148,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,65.5,0.554823044,
2021,E07000149,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,63.0,0.282850964,
2021,E07000163,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,69.2,0.957341723,
2021,E07000164,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,66.2,0.630975227,
2021,E07000165,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,75.5,1.642711366,
2021,E07000166,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,68.7,0.902947307,
2021,E07000167,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,48.8,-1.261950453,
2021,E07000168,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,53.6,-0.739764059,
2021,E07000169,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,60.0,-0.043515533,
2021,E07000170,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,50.2,-1.109646088,
2021,E07000171,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,52.6,-0.848552891,
2021,E07000172,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,52.6,-0.848552891,
2021,E07000173,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,57.7,-0.293729847,
2021,E07000174,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,37.8,-2.458627607,
2021,E07000175,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,59.1,-0.141425482,
2021,E07000176,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,67.4,0.761521825,
2021,E07000177,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,66.9,0.707127409,
2021,E07000178,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,80.1,2.143139994,
2021,E07000179,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,67.3,0.750642942,
2021,E07000180,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,69.1,0.94646284,
2021,E07000181,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,81.1,2.251928826,
2021,E07000187,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,64.8,0.478670862,
2021,E07000188,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,51.4,-0.97909949,
2021,E07000189,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.5,0.228456548,
2021,E07000192,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,55.8,-0.500428628,
2021,E07000193,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,48.9,-1.25107157,
2021,E07000194,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,60.0,-0.043515533,
2021,E07000195,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,53.5,-0.750642942,
2021,E07000196,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,65.0,0.500428628,
2021,E07000197,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,75.8,1.675348015,
2021,E07000198,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,66.9,0.707127409,
2021,E07000199,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,52.9,-0.815916241,
2021,E07000200,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,54.7,-0.620096343,
2021,E07000202,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,54.7,-0.620096343,
2021,E07000203,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,65.3,0.533065278,
2021,E07000207,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,79.4,2.066987811,
2021,E07000208,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.9,0.27197208,
2021,E07000209,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,75.2,1.610074716,
2021,E07000210,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,63.0,0.282850964,
2021,E07000211,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,67.4,0.761521825,
2021,E07000212,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,65.8,0.587459694,
2021,E07000213,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,51.5,-0.968220606,
2021,E07000214,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,70.0,1.044372789,
2021,E07000215,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,68.8,0.91382619,
2021,E07000216,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,70.3,1.077009439,
2021,E07000217,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,75.9,1.686226899,
2021,E07000218,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,56.3,-0.446034212,
2021,E07000219,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,50.8,-1.044372789,
2021,E07000220,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,67.3,0.750642942,
2021,E07000221,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,71.3,1.185798271,
2021,E07000222,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,65.6,0.565701927,
2021,E07000223,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,60.2,-0.021757766,
2021,E07000224,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,57.1,-0.359003146,
2021,E07000225,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,55.5,-0.533065278,
2021,E07000226,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,49.9,-1.142282738,
2021,E07000227,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,66.7,0.685369643,
2021,E07000228,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,71.5,1.207556037,
2021,E07000229,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,60.5,0.010878883,
2021,E07000234,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,68.9,0.924705073,
2021,E07000235,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,68.4,0.870310657,
2021,E07000236,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,46.0,-1.566559183,
2021,E07000237,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,60.9,0.054394416,
2021,E07000238,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,64.7,0.467791978,
2021,E07000239,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,61.4,0.108788832,
2021,E07000240,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,75.8,1.675348015,
2021,E07000241,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,60.3,-0.010878883,
2021,E07000242,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,65.5,0.554823044,
2021,E07000243,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,60.5,0.010878883,
2021,E07000244,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,55.1,-0.576580811,
2021,E07000245,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,47.4,-1.414254818,
2021,E07000246,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.1,0.184941015,
2021,E08000001,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,53.5,-0.750642942,
2021,E08000002,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,61.9,0.163183248,
2021,E08000003,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,61.6,0.130546599,
2021,E08000004,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,51.9,-0.924705073,
2021,E08000005,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,54.8,-0.60921746,
2021,E08000006,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,58.8,-0.174062131,
2021,E08000007,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.1,0.184941015,
2021,E08000008,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,48.9,-1.25107157,
2021,E08000009,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,69.4,0.97909949,
2021,E08000010,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,52.4,-0.870310657,
2021,E08000011,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,48.9,-1.25107157,
2021,E08000012,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.8,0.261093197,
2021,E08000013,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,58.4,-0.217577664,
2021,E08000014,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,60.2,-0.021757766,
2021,E08000015,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,59.6,-0.087031066,
2021,E08000016,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,51.6,-0.957341723,
2021,E08000017,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,52.4,-0.870310657,
2021,E08000018,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,54.1,-0.685369643,
2021,E08000019,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.2,0.195819898,
2021,E08000021,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.9,0.27197208,
2021,E08000022,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,61.8,0.152304365,
2021,E08000023,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,49.0,-1.240192687,
2021,E08000024,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,43.4,-1.849410147,
2021,E08000025,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,57.8,-0.282850964,
2021,E08000026,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,58.9,-0.163183248,
2021,E08000027,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,53.4,-0.761521825,
2021,E08000028,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,41.2,-2.088745578,
2021,E08000029,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.0,0.174062131,
2021,E08000030,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,48.9,-1.25107157,
2021,E08000031,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,55.6,-0.522186394,
2021,E08000032,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,54.4,-0.652732993,
2021,E08000033,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,58.3,-0.228456548,
2021,E08000034,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,56.1,-0.467791978,
2021,E08000035,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,65.3,0.533065278,
2021,E08000036,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,47.5,-1.403375935,
2021,E08000037,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,55.1,-0.576580811,
2021,E09000001,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,,,not-available
2021,E09000002,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,55.2,-0.565701927,
2021,E09000003,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,67.1,0.728885176,
2021,E09000004,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,60.4,0.0,
2021,E09000005,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,63.8,0.369882029,
2021,E09000006,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,71.6,1.21843492,
2021,E09000007,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,79.8,2.110503344,
2021,E09000008,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,64.9,0.489549745,
2021,E09000009,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,74.6,1.544801417,
2021,E09000010,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,68.5,0.881189541,
2021,E09000011,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,70.7,1.120524971,
2021,E09000012,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,78.2,1.936441213,
2021,E09000013,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,82.6,2.415112074,
2021,E09000014,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,69.3,0.968220606,
2021,E09000015,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,71.5,1.207556037,
2021,E09000016,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,58.6,-0.195819898,
2021,E09000017,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,65.6,0.565701927,
2021,E09000018,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,69.4,0.97909949,
2021,E09000019,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,76.5,1.751500198,
2021,E09000020,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,75.0,1.58831695,
2021,E09000021,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,77.6,1.871167913,
2021,E09000022,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,85.7,2.752357454,
2021,E09000023,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,73.5,1.425133701,
2021,E09000024,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,76.9,1.795015731,
2021,E09000025,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,69.1,0.94646284,
2021,E09000026,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,66.3,0.64185411,
2021,E09000027,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,81.2,2.262807709,
2021,E09000028,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,68.4,0.870310657,
2021,E09000029,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,70.5,1.098767205,
2021,E09000030,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,64.8,0.478670862,
2021,E09000031,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,71.5,1.207556037,
2021,E09000032,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,80.2,2.154018877,
2021,E09000033,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,79.7,2.099624461,
2021,S12000005,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,55.6,-0.522186394,
2021,S12000006,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,61.5,0.119667715,
2021,S12000008,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,57.1,-0.359003146,
2021,S12000010,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,65.3,0.533065278,
2021,S12000011,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,77.3,1.838531264,
2021,S12000013,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,58.0,-0.261093197,
2021,S12000014,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,61.7,0.141425482,
2021,S12000017,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.3,0.206698781,
2021,S12000018,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.0,0.174062131,
2021,S12000019,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,68.2,0.848552891,
2021,S12000020,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,65.2,0.522186394,
2021,S12000021,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,50.6,-1.066130555,
2021,S12000023,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,58.8,-0.174062131,
2021,S12000026,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,59.8,-0.065273299,
2021,S12000027,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,64.3,0.424276445,
2021,S12000028,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,66.6,0.674490759,
2021,S12000029,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,60.2,-0.021757766,
2021,S12000030,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,72.1,1.272829336,
2021,S12000033,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,68.0,0.826795125,
2021,S12000034,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,62.7,0.250214314,
2021,S12000035,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,66.2,0.630975227,
2021,S12000036,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,79.1,2.034351162,
2021,S12000038,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,64.2,0.413397562,
2021,S12000039,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,53.3,-0.772400708,
2021,S12000040,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,59.4,-0.108788832,
2021,S12000041,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,63.8,0.369882029,
2021,S12000042,Aged 16 to 64 years level 3 or above qualifications,Spreading opportunity and improving public services,Percentage,%,68.4,0.870310657,
