Period,Area,Mission,Category,Indicator,Observation
2008,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17443
2009,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17360
2010,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17557
2011,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17558
2012,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18708
2013,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19147
2014,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19849
2015,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21461
2016,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21969
2017,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22037
2018,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23094
2019,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24105
2020,E09000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24188
1997,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13728
1998,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13786
1999,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14438
2000,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15197
2001,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15751
2002,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15841
2003,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16258
2004,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16726
2005,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17185
2006,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17508
2007,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18443
2008,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18817
2009,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18700
2010,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18870
2011,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18748
2012,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19317
2013,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20021
2014,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20565
2015,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21621
2016,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22039
2017,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22270
2018,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23384
2019,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24424
2020,E09000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24761
1997,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12769
1998,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13473
1999,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14213
2000,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15241
2001,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15879
2002,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16346
2003,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17059
2004,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17495
2005,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18285
2006,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18607
2007,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19947
2008,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20487
2009,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19872
2010,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20350
2011,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20513
2012,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21905
2013,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23193
2014,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23970
2015,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,25845
2016,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,26406
2017,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,26808
2018,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,28292
2019,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,28374
2020,E09000015,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,27854
1997,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11207
1998,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11662
1999,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12107
2000,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13106
2001,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13892
2002,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14193
2003,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14727
2004,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15219
2005,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15754
2006,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16152
2007,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17327
2008,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17881
2009,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17704
2010,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18189
2011,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18337
2012,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19407
2013,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20028
2014,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20262
2015,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21725
2016,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22298
2017,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22551
2018,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23838
2019,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24274
2020,E09000016,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24055
1997,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10279
1998,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,10764
1999,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11614
2000,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12429
2001,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13150
2002,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13628
2003,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14380
2004,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15008
2005,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15783
2006,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16196
2007,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17126
2008,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17590
2009,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17543
2010,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17944
2011,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17894
2012,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18873
2013,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19770
2014,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20016
2015,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21485
2016,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21921
2017,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22063
2018,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22953
2019,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23688
2020,E09000017,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23621
1997,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14207
1998,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14442
1999,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15128
2000,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15911
2001,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16443
2002,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16757
2003,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17541
2004,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17984
2005,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18546
2006,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18926
2007,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19562
2008,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19908
2009,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19753
2010,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19760
2011,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19608
2012,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20855
2013,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21769
2014,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22403
2015,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24143
2016,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23758
2017,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24139
2018,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,25684
2019,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,26684
2020,E09000018,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,26951
1997,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14471
1998,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14670
1999,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15409
2000,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16489
2001,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16803
2002,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16995
2003,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17665
2004,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18440
2005,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19157
2006,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19603
2007,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20899
2008,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21203
2009,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20895
2010,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21269
2011,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21409
2012,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22606
2013,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23436
2014,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23735
2015,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,25073
2016,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,25396
2017,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,25309
2018,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,27550
2019,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,27532
2020,E09000021,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,26963
1997,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15972
1998,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16388
1999,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17205
2000,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18294
2001,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18622
2002,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19004
2003,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19917
2004,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21187
2005,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22134
2006,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22634
2007,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23999
2008,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24472
2009,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23871
2010,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24694
2011,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,25009
2012,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,26347
2013,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,27720
2014,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,28635
2015,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,30517
2016,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,30954
2017,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,31024
2018,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,33008
2019,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,34422
2020,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,34102
1997,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11347
1998,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,11580
1999,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12043
2000,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,12933
2001,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13641
2002,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,13941
2003,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14319
2004,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,14889
2005,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15463
2006,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,15760
2007,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16697
2008,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17079
2009,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,16896
2010,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17190
2011,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,17148
2012,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18247
2013,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,18639
2014,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,19078
2015,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,20826
2016,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21119
2017,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21904
2018,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23508
2019,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23808
2020,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,23865
1997,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21361
1998,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,21769
1999,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,22639
2000,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24257
2001,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24618
2002,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,24775
2003,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,25295
2004,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,25942
2005,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,27037
2006,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,28168
2007,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,30333
2008,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,31355
2009,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,31175
2010,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,31631
2011,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,31752
2012,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross disposable household income per head,33906
